Loan_amount,Income,Term,Loan_purpose
166500,4020,360,Education
166500,4020,360,Mortgage
166500,4020,360,Personal
166500,4020,360,Personal
166500,4020,360,Mortgage
156500,4020,240,Personal
156500,4020,360,Mortgage
156500,4020,96,Mortgage
156500,4020,360,Education
156500,4020,360,Personal
156500,4020,360,Education
156500,4020,360,Personal
156500,4020,180,Personal
156500,4020,360,Personal
156500,4020,180,Mortgage
156500,4020,180,Mortgage
156500,4020,360,Education
156500,4020,180,Personal
156500,4020,360,Mortgage
156500,4020,240,Mortgage
156500,4020,180,Mortgage
156500,4020,360,Personal
156500,4020,180,Personal
156500,4020,360,Mortgage
156500,4020,180,Personal
156500,4020,180,Personal
156500,4020,360,Personal
156500,4020,360,Mortgage
156500,4020,180,Mortgage
156500,4020,180,Mortgage
156500,4020,360,Personal
156500,4020,300,Mortgage
156500,4020,360,Mortgage
156500,4020,360,Personal
156500,4020,360,Personal
156500,4020,180,Education
156500,4020,360,Education
146500,4020,360,Mortgage
146500,4020,360,Education
146500,4020,360,Mortgage
146500,4020,132,Personal
146500,4020,300,Education
146500,4020,240,Mortgage
146500,4020,360,Education
146500,4020,360,Personal
146500,4020,180,Mortgage
146500,4020,240,Mortgage
146500,4020,360,Mortgage
146500,4020,180,Personal
146500,4020,180,Education
146500,4020,360,Personal
146500,4020,180,Personal
146500,4020,360,Mortgage
146500,4020,360,Education
146500,4020,360,Education
146500,4020,300,Personal
146500,4020,360,Mortgage
136500,4020,300,Personal
136500,4020,300,Mortgage
136500,4020,360,Education
136500,4020,360,Personal
136500,4020,360,Personal
136500,4020,360,Personal
136500,4020,360,Education
136500,4020,324,Personal
136500,4020,360,Mortgage
136500,4020,180,Mortgage
136500,4020,360,Mortgage
136500,4020,360,Mortgage
136500,4020,360,Personal
136500,4020,144,Education
136500,4020,360,Personal
136500,4020,360,Personal
136500,4020,360,Mortgage
136500,4020,360,Mortgage
136500,4020,360,Personal
136500,4020,360,Education
126500,4020,360,Mortgage
126500,4020,360,Personal
126500,4020,360,Education
126500,4020,360,Education
126500,4020,360,Personal
126500,4020,180,Personal
126500,4020,360,Education
126500,4020,360,Mortgage
126500,4020,360,Mortgage
126500,4020,240,Personal
126500,4020,180,Education
126500,4020,360,Mortgage
126500,4020,360,Personal
126500,4020,360,Mortgage
126500,4020,360,Personal
126500,4020,180,Personal
126500,4020,180,Education
126500,4020,360,Personal
126500,4020,360,Mortgage
116500,4020,240,Personal
116500,4020,240,Personal
116500,4020,360,Mortgage
116500,4020,360,Mortgage
116500,4020,360,Personal
116500,4020,240,Education
116500,4020,360,Mortgage
116500,4020,360,Investment
116500,4020,180,Education
116500,4020,360,Education
116500,4020,240,Personal
116500,4020,360,Investment
116500,4020,180,Mortgage
116500,4020,360,Mortgage
116500,4020,360,Personal
116500,4020,180,Mortgage
116500,4020,360,Personal
116500,4020,360,Mortgage
116500,4020,240,Personal
116500,4020,180,Mortgage
116500,4020,180,Mortgage
106500,4020,360,Personal
106500,4020,180,Personal
106500,4020,180,Personal
106500,4020,180,Personal
106500,4020,360,Personal
106500,4020,180,Education
106500,4020,180,Mortgage
106500,4020,360,Mortgage
106500,4020,180,Personal
106500,4020,360,Mortgage
106500,4020,180,Mortgage
106500,4020,360,Personal
96500,4020,360,Mortgage
96500,4020,180,Personal
96500,4020,360,Personal
96500,4020,360,Personal
96500,4020,180,Education
96500,4020,180,Personal
96500,4020,180,Personal
86500,4020,360,Mortgage
86500,4020,120,Personal
86500,4020,360,Education
86500,4020,180,Education
86500,4020,360,Education
86500,4020,180,Mortgage
86500,4020,360,Education
86500,4020,180,Education
86500,4020,360,Mortgage
86500,4020,360,Mortgage
76500,4020,180,Mortgage
76500,4020,360,Education
76500,4020,180,Mortgage
76500,4020,360,Education
76500,4020,360,Mortgage
76500,4020,240,Personal
76500,4020,240,Mortgage
66500,4020,180,Education
66500,4020,360,Personal
66500,4020,180,Mortgage
56500,4020,360,Personal
56500,4020,360,Mortgage
1626500,3960,180,Personal
1346500,3960,360,Personal
726500,3960,180,Mortgage
656500,3960,360,Personal
566500,3960,360,Education
556500,3960,360,Mortgage
556500,3960,360,Mortgage
546500,3960,360,Mortgage
536500,3960,360,Mortgage
526500,3960,360,Personal
526500,3960,360,Education
526500,3960,360,Personal
486500,3960,300,Personal
476500,3960,360,Personal
466500,3960,360,Education
466500,3960,360,Personal
466500,3960,360,Personal
456500,3960,360,Personal
456500,3960,360,Personal
456500,3960,360,Personal
446500,3960,360,Personal
446500,3960,360,Mortgage
446500,3960,360,Personal
446500,3960,360,Personal
446500,3960,360,Personal
446500,3960,360,Investment
446500,3960,360,Personal
436500,3960,360,Personal
436500,3960,360,Personal
436500,3960,360,Personal
436500,3960,360,Mortgage
436500,3960,360,Mortgage
426500,3960,300,Mortgage
426500,3960,360,Personal
426500,3960,360,Mortgage
426500,3960,360,Mortgage
416500,3960,360,Personal
416500,3960,360,Mortgage
416500,3960,360,Personal
416500,3960,360,Mortgage
416500,3960,360,Education
416500,3960,360,Personal
416500,3960,360,Personal
416500,3960,360,Education
416500,3960,360,Mortgage
406500,3960,360,Mortgage
406500,3960,360,Personal
406500,3960,360,Education
406500,3960,360,Education
406500,3960,360,Education
406500,3960,360,Mortgage
406500,3960,360,Mortgage
396500,3960,240,Personal
396500,3960,300,Mortgage
396500,3960,360,Mortgage
396500,3960,360,Personal
396500,3960,360,Personal
396500,3960,360,Education
396500,3960,360,Personal
396500,3960,360,Personal
386500,3960,360,Mortgage
386500,3960,360,Personal
386500,3960,360,Mortgage
386500,3960,360,Personal
386500,3960,360,Mortgage
386500,3960,360,Personal
386500,3960,360,Investment
386500,3960,360,Personal
376500,3960,360,Mortgage
376500,3960,360,Education
376500,3960,360,Mortgage
376500,3960,360,Mortgage
376500,3960,360,Personal
376500,3960,360,Education
376500,3960,324,Mortgage
376500,3960,360,Education
366500,3960,360,Mortgage
366500,3960,360,Education
366500,3960,360,Personal
366500,3960,360,Education
366500,3960,360,Education
366500,3960,360,Investment
366500,3960,360,Personal
366500,3960,360,Mortgage
366500,3960,360,Personal
366500,3960,360,Mortgage
366500,3960,360,Mortgage
366500,3960,360,Mortgage
366500,3960,360,Mortgage
356500,3960,360,Mortgage
356500,3960,360,Mortgage
356500,3960,360,Mortgage
356500,3960,360,Education
356500,3960,300,Mortgage
356500,3960,360,Education
356500,3960,360,Mortgage
356500,3960,360,Education
356500,3960,360,Education
356500,3960,360,Education
356500,3960,360,Mortgage
356500,3960,360,Personal
346500,3960,360,Personal
346500,3960,360,Personal
346500,3960,360,Education
346500,3960,360,Personal
346500,3960,360,Personal
346500,3960,360,Mortgage
346500,3960,360,Mortgage
346500,3960,336,Mortgage
346500,3960,360,Mortgage
346500,3960,360,Mortgage
346500,3960,360,Mortgage
346500,3960,360,Education
346500,3960,360,Personal
346500,3960,360,Personal
346500,3960,360,Mortgage
346500,3960,360,Education
346500,3960,360,Personal
346500,3960,360,Education
346500,3960,360,Personal
346500,3960,360,Personal
336500,3960,360,Mortgage
336500,3960,360,Mortgage
336500,3960,360,Personal
336500,3960,360,Education
336500,3960,360,Personal
336500,3960,360,Personal
336500,3960,360,Mortgage
336500,3960,360,Personal
336500,3960,360,Mortgage
336500,3960,360,Personal
336500,3960,360,Education
336500,3960,360,Mortgage
336500,3960,360,Education
326500,3960,240,Education
326500,3960,360,Personal
326500,3960,360,Education
326500,3960,360,Education
326500,3960,360,Personal
326500,3960,360,Mortgage
326500,3960,360,Education
326500,3960,360,Education
326500,3960,360,Personal
326500,3960,360,Mortgage
326500,3960,360,Mortgage
326500,3960,360,Mortgage
326500,3960,360,Personal
326500,3960,360,Personal
326500,3960,360,Education
326500,3960,360,Personal
326500,3960,360,Mortgage
316500,3960,360,Mortgage
316500,3960,360,Personal
316500,3960,180,Mortgage
316500,3960,360,Mortgage
316500,3960,360,Personal
316500,3960,360,Personal
316500,3960,360,Personal
316500,3960,360,Mortgage
316500,3960,360,Education
316500,3960,360,Mortgage
316500,3960,360,Personal
316500,3960,360,Education
316500,3960,360,Education
316500,3960,360,Education
316500,3960,360,Personal
316500,3960,360,Education
316500,3960,360,Personal
316500,3960,360,Personal
316500,3960,360,Education
316500,3960,360,Mortgage
316500,3960,360,Education
306500,3960,360,Education
306500,3960,360,Mortgage
306500,3960,360,Investment
306500,3960,360,Mortgage
306500,3960,360,Personal
306500,3960,300,Education
306500,3960,360,Mortgage
306500,3960,360,Mortgage
306500,3960,360,Mortgage
306500,3960,360,Personal
306500,3960,348,Personal
306500,3960,360,Mortgage
306500,3960,360,Personal
306500,3960,360,Personal
306500,3960,360,Mortgage
306500,3960,360,Personal
306500,3960,360,Mortgage
306500,3960,360,Education
306500,3960,360,Personal
306500,3960,360,Investment
306500,3960,360,Education
306500,3960,360,Personal
296500,3960,180,Personal
296500,3960,360,Mortgage
296500,3960,360,Mortgage
296500,3960,360,Mortgage
296500,3960,360,Personal
296500,3960,360,Personal
296500,3960,360,Mortgage
296500,3960,360,Education
296500,3960,360,Mortgage
296500,3960,360,Education
296500,3960,360,Mortgage
296500,3960,360,Personal
296500,3960,240,Education
296500,3960,360,Personal
296500,3960,360,Education
296500,3960,360,Personal
296500,3960,360,Education
286500,3960,360,Personal
286500,3960,300,Personal
286500,3960,360,Personal
286500,3960,360,Personal
286500,3960,300,Mortgage
286500,3960,360,Mortgage
286500,3960,360,Personal
286500,3960,240,Mortgage
286500,3960,360,Mortgage
286500,3960,324,Mortgage
286500,3960,360,Education
286500,3960,360,Personal
286500,3960,360,Mortgage
286500,3960,360,Personal
286500,3960,360,Personal
286500,3960,360,Education
286500,3960,360,Personal
286500,3960,360,Mortgage
286500,3960,360,Mortgage
286500,3960,360,Mortgage
286500,3960,360,Personal
286500,3960,360,Education
286500,3960,360,Mortgage
286500,3960,360,Mortgage
286500,3960,360,Education
276500,3960,360,Mortgage
276500,3960,360,Mortgage
276500,3960,360,Personal
276500,3960,360,Personal
276500,3960,300,Education
276500,3960,360,Investment
276500,3960,360,Education
276500,3960,180,Education
276500,3960,300,Mortgage
276500,3960,360,Mortgage
276500,3960,360,Mortgage
276500,3960,360,Education
276500,3960,360,Education
276500,3960,180,Education
276500,3960,360,Mortgage
276500,3960,360,Mortgage
276500,3960,240,Personal
276500,3960,360,Personal
276500,3960,360,Mortgage
276500,3960,360,Personal
276500,3960,360,Personal
276500,3960,360,Education
276500,3960,360,Mortgage
276500,3960,360,Education
276500,3960,360,Mortgage
276500,3960,360,Personal
276500,3960,360,Mortgage
276500,3960,360,Personal
276500,3960,360,Mortgage
266500,3960,360,Personal
266500,3960,360,Education
266500,3960,360,Mortgage
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Investment
266500,3960,360,Education
266500,3960,360,Mortgage
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,180,Personal
266500,3960,240,Education
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Mortgage
266500,3960,360,Education
266500,3960,180,Mortgage
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Personal
266500,3960,360,Education
256500,3960,360,Personal
256500,3960,360,Personal
256500,3960,360,Education
256500,3960,360,Education
256500,3960,360,Education
256500,3960,300,Mortgage
256500,3960,360,Mortgage
256500,3960,360,Mortgage
256500,3960,360,Education
256500,3960,360,Mortgage
256500,3960,360,Personal
256500,3960,360,Mortgage
256500,3960,360,Personal
256500,3960,360,Personal
256500,3960,180,Personal
256500,3960,240,Personal
256500,3960,360,Mortgage
256500,3960,360,Mortgage
256500,3960,180,Personal
256500,3960,360,Mortgage
256500,3960,360,Mortgage
256500,3960,360,Personal
256500,3960,360,Mortgage
256500,3960,360,Personal
256500,3960,180,Mortgage
256500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Mortgage
246500,3960,360,Education
246500,3960,360,Personal
246500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Mortgage
246500,3960,360,Personal
246500,3960,360,Personal
246500,3960,180,Mortgage
246500,3960,360,Mortgage
246500,3960,240,Personal
246500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Education
246500,3960,360,Personal
246500,3960,360,Mortgage
246500,3960,360,Education
246500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Personal
246500,3960,360,Mortgage
246500,3960,360,Personal
246500,3960,360,Education
246500,3960,360,Mortgage
246500,3960,360,Mortgage
246500,3960,360,Education
246500,3960,360,Mortgage
236500,3960,360,Personal
236500,3960,360,Mortgage
236500,3960,360,Mortgage
236500,3960,360,Education
236500,3960,360,Personal
236500,3960,180,Education
236500,3960,360,Personal
236500,3960,360,Mortgage
236500,3960,360,Mortgage
236500,3960,360,Personal
236500,3960,360,Personal
236500,3960,360,Mortgage
236500,3960,360,Education
236500,3960,360,Mortgage
236500,3960,180,Mortgage
236500,3960,240,Education
236500,3960,360,Personal
236500,3960,360,Personal
236500,3960,240,Mortgage
236500,3960,360,Personal
236500,3960,360,Education
236500,3960,360,Mortgage
236500,3960,324,Personal
236500,3960,240,Education
236500,3960,360,Mortgage
236500,3960,360,Personal
236500,3960,360,Personal
236500,3960,360,Education
236500,3960,360,Personal
226500,3960,360,Personal
226500,3960,300,Personal
226500,3960,360,Mortgage
226500,3960,360,Personal
226500,3960,360,Education
226500,3960,360,Personal
226500,3960,360,Mortgage
226500,3960,360,Personal
226500,3960,360,Mortgage
226500,3960,180,Mortgage
226500,3960,360,Personal
226500,3960,300,Mortgage
226500,3960,360,Mortgage
226500,3960,360,Mortgage
226500,3960,360,Education
226500,3960,360,Personal
226500,3960,180,Education
226500,3960,360,Personal
226500,3960,360,Mortgage
226500,3960,360,Mortgage
226500,3960,240,Personal
226500,3960,360,Personal
226500,3960,240,Personal
226500,3960,360,Personal
226500,3960,360,Personal
226500,3960,360,Education
226500,3960,360,Personal
216500,3960,360,Education
216500,3960,360,Personal
216500,3960,240,Personal
216500,3960,360,Education
216500,3960,360,Personal
216500,3960,360,Mortgage
216500,3960,360,Mortgage
216500,3960,360,Personal
216500,3960,360,Mortgage
216500,3960,360,Personal
216500,3960,360,Mortgage
216500,3960,360,Personal
216500,3960,360,Mortgage
216500,3960,360,Education
216500,3960,360,Personal
216500,3960,360,Mortgage
216500,3960,360,Personal
216500,3960,240,Mortgage
216500,3960,360,Personal
216500,3960,360,Education
216500,3960,360,Education
216500,3960,360,Mortgage
206500,3960,180,Mortgage
206500,3960,360,Education
206500,3960,360,Mortgage
206500,3960,360,Education
206500,3960,360,Mortgage
206500,3960,360,Education
206500,3960,360,Education
206500,3960,360,Mortgage
206500,3960,360,Education
206500,3960,360,Personal
206500,3960,360,Personal
206500,3960,360,Personal
206500,3960,348,Personal
206500,3960,360,Mortgage
