Loan_amount,Income,Term
516500,9600,240
116500,4800,240
216500,8100,360
446500,71520,360
146500,4440,180
656500,17760,360
296500,7260,360
316500,5460,360
196500,3960,360
756500,20880,360
346500,5820,360
136500,2760,360
126500,3840,360
576500,8220,360
296500,4560,360
156500,2760,360
486500,11100,360
226500,3360,360
246500,2460,360
76500,1740,360
146500,3540,360
316500,4320,360
386500,5580,360
206500,1920,360
526500,16380,360
336500,3360,360
526500,10860,360
486500,14700,360
396500,5220,360
426500,7200,360
406500,13860,360
176500,3660,180
226500,0,360
306500,3360,360
206500,2700,360
276500,12360,360
536500,0,360
256500,4920,360
376500,3900,360
176500,4800,360
696500,7320,360
86500,6240,360
546500,7920,360
116500,2220,360
226500,9060,240
446500,13920,240
296500,3060,360
326500,3300,360
206500,3180,360
246500,7500,360
66500,5820,360
206500,2400,360
186500,8040,360
196500,2700,360
296500,6480,360
216500,7800,180
156500,2340,360
216500,16500,360
276500,6360,360
446500,5160,360
316500,4860,360
486500,6360,360
266500,6900,360
476500,8760,360
476500,6060,360
266500,5100,180
396500,5460,324
206500,3420,360
106500,2460,180
276500,3420,360
216500,6180,360
106500,2220,360
396500,0,360
166500,5760,360
546500,0,360
366500,10920,180
406500,5160,240
356500,6120,360
296500,4200,360
286500,0,360
206500,2700,360
486500,18840,360
286500,12480,360
106500,2220,360
366500,12420,360
226500,3600,360
286500,0,360
256500,8220,180
156500,2220,324
266500,8460,360
336500,5880,360
616500,7560,360
276500,4680,360
216500,6660,360
356500,4380,360
516500,35400,360
186500,0,360
306500,4200,180
226500,2340,360
476500,16860,180
186500,4080,360
576500,14400,360
216500,3720,360
356500,8160,360
526500,13500,360
196500,5280,240
636500,0,360
516500,7020,360
306500,6660,360
266500,12240,240
346500,5760,360
306500,31020,360
626500,8520,360
226500,2580,360
326500,0,360
456500,8340,360
256500,7200,360
946500,0,360
186500,5520,360
536500,6240,360
366500,5580,360
386500,4200,360
606500,7380,360
426500,3780,360
386500,6840,360
176500,3540,180
236500,2760,360
386500,0,360
166500,7200,360
206500,2280,360
106500,2940,180
76500,9360,360
276500,3420,360
616500,10200,360
516500,6360,360
306500,4320,360
366500,6420,180
336500,15900,360
326500,4920,180
246500,7140,240
116500,3300,360
76500,2760,180
726500,13500,360
676500,10980,360
226500,6120,180
156500,4860,360
406500,9120,360
476500,7920,360
126500,2820,360
476500,0,360
386500,3600,360
496500,8580,360
136500,22800,360
526500,8700,360
136500,6840,360
586500,10740,360
306500,5400,240
256500,3960,360
266500,2520,360
86500,2400,360
316500,8280,360
426500,9720,360
236500,8880,180
236500,7620,360
176500,3000,360
196500,3900,360
546500,7140,360
136500,1860,360
506500,12840,360
176500,2760,360
156500,4680,360
326500,7500,360
276500,3900,360
246500,2340,360
256500,5820,300
376500,8400,360
386500,6960,360
486500,5040,360
726500,14580,360
266500,4800,360
686500,8880,360
326500,3420,360
86500,2640,360
166500,4560,360
116500,9780,132
546500,13080,360
506500,6720,360
356500,21600,360
386500,11640,360
206500,0,360
196500,5580,120
366500,5640,360
486500,7680,360
276500,7740,360
486500,6840,360
386500,8580,360
186500,3780,240
206500,1980,360
486500,5040,360
346500,0,360
126500,1620,360
106500,2400,360
326500,5880,360
216500,0,360
456500,5880,360
156500,3120,360
446500,14520,360
106500,1740,360
326500,5940,360
306500,3000,360
456500,5460,360
556500,51540,180
256500,11400,180
366500,10800,360
556500,9420,360
306500,8820,360
826500,7560,360
136500,3360,360
726500,8280,360
396500,13620,360
426500,6240,240
266500,8280,360
476500,5760,360
306500,3660,360
456500,6600,360
256500,3600,180
226500,5040,360
726500,13740,360
366500,8640,360
276500,3600,360
376500,5760,360
76500,0,360
176500,3480,360
256500,4320,360
166500,2640,360
566500,7920,360
536500,7620,360
266500,12360,360
426500,10200,180
206500,3060,360
586500,7260,360
286500,5760,360
406500,4500,360
486500,8880,360
166500,2160,360
726500,18420,180
476500,11760,240
316500,7620,360
446500,6000,360
206500,8100,120
316500,6600,240
106500,2280,360
86500,1560,360
226500,2940,360
256500,11280,360
126500,7200,360
536500,12300,360
86500,3600,180
366500,6600,360
206500,3120,324
66500,6480,360
286500,5760,360
216500,5580,360
216500,4980,252
686500,0,360
416500,4500,360
606500,7200,360
136500,2400,360
256500,0,360
396500,6000,240
316500,5460,180
186500,4980,180
206500,3300,360
236500,2520,360
436500,6240,360
216500,0,360
226500,4320,360
286500,6420,360
306500,5100,360
116500,2700,180
246500,7860,360
466500,14040,360
266500,4080,360
316500,5820,360
336500,6900,360
286500,3360,360
376500,3840,360
216500,0,360
246500,4920,360
136500,3120,180
226500,2280,360
226500,10500,180
576500,9000,360
116500,2640,360
276500,4020,360
466500,10020,360
796500,15900,360
256500,11100,360
166500,3300,360
216500,4200,360
486500,7860,360
686500,8280,360
616500,0,360
276500,4260,360
216500,4320,360
336500,7080,360
296500,8760,180
346500,3780,360
406500,11100,360
236500,3300,360
196500,0,360
336500,5460,360
166500,3660,180
486500,4860,360
386500,11520,360
236500,5100,360
656500,14220,360
376500,0,360
246500,6780,144
626500,11280,360
86500,1440,360
146500,2880,360
156500,2520,360
646500,0,360
166500,7020,360
536500,10020,360
386500,5820,360
316500,5100,360
726500,13800,360
606500,20460,360
376500,8340,360
316500,15540,360
176500,0,360
386500,0,360
276500,3540,360
206500,0,360
456500,7680,360
206500,8220,360
466500,8760,360
596500,13920,360
256500,10260,360
566500,7080,360
426500,9840,360
136500,1260,360
146500,3780,360
146500,2400,180
166500,4560,360
266500,5880,300
726500,37200,324
556500,10440,360
126500,3540,360
266500,0,360
366500,10200,360
226500,6660,360
156500,4020,180
206500,5760,360
486500,9300,360
296500,3240,360
406500,8760,360
146500,1500,360
466500,12960,360
206500,3240,360
216500,7200,180
326500,8220,240
236500,7380,360
776500,20040,360
486500,12120,360
186500,6480,360
226500,2760,360
456500,10380,360
576500,6120,360
326500,10920,360
306500,3720,360
166500,4740,360
366500,0,360
596500,8580,360
386500,6300,180
206500,8580,360
326500,4500,360
286500,7140,360
286500,7320,360
406500,11400,300
396500,10620,360
436500,14460,360
156500,2100,360
156500,1440,360
586500,0,360
336500,9120,360
666500,14400,360
316500,0,360
456500,5580,360
386500,8820,360
146500,3720,360
216500,3840,360
236500,7920,240
246500,4200,360
226500,10920,180
236500,0,360
296500,3960,360
816500,0,360
666500,16560,360
306500,7140,360
256500,4380,360
196500,9900,360
326500,11640,360
196500,4260,360
866500,20700,360
276500,4920,360
106500,4140,360
366500,6600,360
156500,2520,180
296500,9540,240
396500,4620,360
166500,3060,360
466500,11700,360
286500,6360,324
546500,0,360
266500,4440,360
156500,4680,360
286500,8580,360
186500,4200,360
196500,5580,180
316500,0,360
116500,2880,360
226500,7740,228
276500,9540,360
356500,12900,360
106500,3360,360
236500,3360,360
226500,10860,360
286500,5820,360
346500,9660,360
286500,4800,360
556500,21120,360
276500,5760,360
196500,2460,360
226500,3720,360
406500,6120,360
206500,3360,360
706500,8700,360
106500,1680,180
296500,6600,360
246500,2580,360
456500,8640,360
386500,6480,360
146500,4140,360
526500,9240,360
336500,0,360
266500,3480,360
206500,2940,360
356500,12360,360
546500,11340,360
266500,0,360
136500,0,360
236500,7800,360
226500,4140,240
326500,6660,180
186500,4380,360
366500,9120,360
426500,5520,360
106500,5760,360
246500,6840,180
416500,3600,360
456500,6480,348
236500,8340,360
296500,4560,360
296500,1740,360
206500,4980,360
716500,13680,360
456500,13320,180
486500,12600,360
406500,9540,360
276500,10920,180
126500,30000,360
86500,2640,360
116500,3000,360
426500,7020,360
166500,3120,360
606500,7860,360
456500,10260,360
1096500,14400,360
446500,10680,360
416500,10140,360
456500,10860,360
326500,5400,300
366500,3900,360
476500,4920,360
246500,6420,360
286500,4620,360
476500,14160,360
96500,7800,360
676500,9240,360
246500,6480,324
186500,8040,360
286500,4140,360
86500,2520,360
406500,8580,360
146500,2700,360
216500,3180,360
556500,7380,360
816500,24720,360
306500,3720,360
256500,9600,180
406500,3780,360
246500,13560,360
216500,6360,360
476500,7740,360
246500,4620,240
186500,5340,180
156500,0,360
336500,7860,360
1316500,87720,360
546500,5520,360
246500,3180,360
406500,9240,360
196500,4080,360
306500,5640,360
136500,5820,180
126500,5940,360
306500,5820,360
496500,7740,360
236500,11220,360
96500,1620,360
526500,18180,360
186500,3420,360
326500,11520,360
286500,4740,324
606500,7560,360
466500,3780,360
666500,12240,360
126500,2040,360
306500,14820,360
546500,0,360
256500,7920,120
216500,5400,360
406500,6360,360
176500,14940,360
446500,5700,360
176500,1740,360
206500,9120,360
546500,11160,360
366500,26340,120
136500,2280,324
206500,9720,240
286500,4920,360
326500,10620,360
736500,0,360
356500,4800,360
486500,9720,360
556500,9600,360
166500,2820,240
176500,8820,360
706500,10140,360
226500,4380,360
156500,2280,300
106500,3780,360
476500,13200,360
336500,3600,240
266500,4320,360
146500,4500,360
656500,10320,360
286500,4800,360
246500,5640,360
196500,3240,360
186500,6000,360
426500,8700,360
266500,4140,360
136500,2400,360
226500,6780,360
266500,3120,360
156500,5100,240
556500,9960,360
476500,14040,360
436500,12240,360
606500,8640,360
256500,6600,360
316500,4560,360
486500,7980,360
166500,3600,360
256500,7440,180
166500,3840,360
1366500,0,360
176500,2220,360
136500,3420,360
486500,11220,180
206500,3240,360
386500,0,360
176500,6240,180
316500,0,360
366500,12300,360
376500,5100,360
366500,4980,312
316500,12480,180
466500,0,360
146500,4200,360
286500,5760,360
146500,1680,360
336500,4920,360
166500,14400,360
576500,6840,360
326500,4440,360
336500,37080,360
436500,8100,360
486500,10440,360
586500,9180,360
496500,15540,360
266500,7440,360
216500,6240,180
256500,4380,360
486500,12480,360
156500,0,360
266500,3900,360
256500,6420,180
346500,11220,180
216500,2700,240
536500,6840,360
356500,10200,360
196500,5760,360
196500,2400,360
486500,8100,360
176500,4140,360
246500,5760,360
476500,6180,360
256500,4560,240
306500,5220,360
206500,0,360
536500,16200,360
496500,6120,360
176500,4200,204
326500,4380,324
256500,3960,360
376500,5160,360
326500,3660,360
256500,3120,360
516500,7440,360
566500,9000,360
756500,0,360
426500,14820,180
216500,4500,360
386500,6540,360
456500,6600,360
476500,7020,360
146500,6060,240
456500,12420,360
666500,10620,360
196500,5940,360
406500,5580,360
1026500,10920,360
296500,6600,180
296500,6900,360
56500,1080,360
336500,0,360
316500,4860,360
86500,1560,360
256500,4860,240
686500,10980,360
86500,4980,360
406500,0,360
216500,3840,180
146500,2640,360
456500,5460,360
466500,0,360
226500,4500,360
176500,5640,360
416500,9540,360
356500,7260,360
636500,9420,360
326500,6780,360
196500,4260,360
246500,5640,360
156500,4500,240
846500,0,360
586500,10980,360
366500,6960,360
456500,28140,360
396500,9720,360
266500,3120,360
276500,7260,360
166500,3360,324
126500,0,300
426500,0,360
386500,4680,360
656500,13440,360
266500,4380,360
606500,10260,360
116500,2160,360
306500,5400,360
376500,4740,360
256500,2640,360
286500,2820,360
596500,8940,360
156500,5400,180
326500,7560,360
366500,0,360
196500,5520,360
186500,5280,180
526500,6480,360
176500,2760,360
146500,4320,180
226500,4860,240
136500,2940,360
146500,1980,360
356500,5940,360
126500,3300,180
236500,0,360
456500,7920,360
166500,2280,360
496500,9120,360
486500,8220,360
246500,1980,360
346500,5400,360
466500,9360,360
306500,5100,360
566500,12000,360
456500,8280,360
766500,329460,360
396500,7500,180
116500,3780,360
436500,14580,360
486500,7800,360
156500,6300,180
116500,3480,360
256500,14880,180
186500,8640,180
86500,2760,180
476500,9300,360
386500,8640,360
486500,8460,360
156500,2940,360
116500,2520,360
126500,2820,180
246500,4620,360
86500,5040,180
236500,3420,360
406500,6960,360
326500,0,360
106500,2460,180
256500,2880,360
476500,8100,360
796500,8760,360
656500,11460,360
396500,5460,360
246500,5460,360
306500,33060,360
396500,12660,360
356500,18540,240
96500,1920,360
256500,6360,360
206500,7200,180
436500,5160,360
126500,8340,180
316500,13740,180
266500,3180,360
386500,15480,180
356500,3360,360
576500,7500,360
356500,4980,360
286500,4860,360
656500,9720,360
426500,8760,180
266500,5100,360
456500,8580,360
126500,2760,360
1486500,23280,360
186500,0,360
506500,6900,360
306500,6960,360
296500,8280,180
496500,0,360
516500,6180,180
486500,8520,360
756500,9120,360
486500,8040,360
76500,13260,180
546500,10920,360
406500,9960,360
306500,4680,360
256500,0,360
756500,0,360
466500,9240,360
366500,8820,360
496500,4920,360
456500,16440,360
426500,8700,360
196500,3540,180
486500,9720,360
186500,5880,180
686500,12120,360
406500,3720,360
326500,7200,360
196500,6600,360
146500,2400,360
686500,6660,360
216500,3600,360
376500,7980,360
266500,5160,360
626500,0,360
276500,2760,360
196500,4620,360
206500,12420,360
296500,6960,360
206500,3120,360
196500,0,360
236500,6900,180
256500,0,360
456500,8400,360
206500,5760,360
466500,5280,360
266500,0,360
226500,2880,360
116500,1500,360
326500,7260,360
1486500,47160,360
106500,1080,360
486500,5100,360
116500,1800,360
196500,5220,360
596500,8280,360
726500,8340,360
376500,16080,360
116500,8220,180
466500,18660,360
186500,2700,360
216500,8520,180
456500,5820,240
536500,5760,360
476500,9060,360
446500,12180,360
206500,5520,360
556500,7140,360
146500,2220,360
106500,3960,360
516500,11040,360
196500,3000,360
146500,2040,360
516500,13380,360
396500,4200,360
526500,6360,360
286500,0,360
336500,0,360
136500,3240,240
206500,4440,324
446500,9180,360
246500,4800,360
176500,3720,360
236500,2580,360
236500,5520,360
326500,7140,360
216500,6600,360
166500,4260,324
76500,2520,360
156500,2700,360
316500,10500,360
326500,3780,360
596500,13440,360
336500,5880,360
56500,900,360
336500,4680,360
416500,18420,360
606500,8280,360
306500,9060,360
176500,3840,216
496500,8520,360
656500,10740,360
86500,6600,360
96500,2820,360
476500,5580,360
356500,8280,360
96500,3120,288
236500,4380,324
306500,7980,360
156500,3840,360
616500,7980,360
386500,5400,360
416500,6720,360
216500,6000,360
276500,3780,360
366500,16140,360
266500,2700,360
216500,2580,360
356500,5400,360
426500,5280,360
326500,6240,360
126500,6000,360
236500,15600,360
336500,5940,360
216500,3600,360
616500,12240,360
396500,7080,360
296500,4980,360
316500,0,360
166500,3660,240
206500,6240,360
116500,3960,360
286500,7020,360
306500,2820,360
